pathway	gene	weight
Androgen	RNFT2	-1.86742520312
Androgen	TSPAN5	-2.38404860756
Androgen	SEMA6A	-2.61147346288
Androgen	SC5D	2.37507635146
Androgen	CAMK1D	-1.85267427864
Androgen	SLC44A1	-2.28323607657
Androgen	SAP30	1.91996836724
Androgen	REPS2	2.44558558873
Androgen	RREB1	0.910165100939
Androgen	LRCH1	1.95417863244
Androgen	THRB	2.04653988374
Androgen	STK3	-1.74725434012
Androgen	PTPRR	-3.4979980752
Androgen	SMPD2	2.00896147935
Androgen	UQCC1	-1.39363356804
Androgen	CLGN	3.62954455627
Androgen	PGM3	2.4241280143
Androgen	ACAD8	3.0277185672
Androgen	NKX3-2	1.76403636014
Androgen	SASH1	3.66820299125
Androgen	IFT57	1.94700381559
Androgen	PKNOX2	-1.32581044489
Androgen	ABCA12	-3.34489595237
Androgen	KCTD3	2.75470943233
Androgen	MANBA	-3.14232844368
Androgen	PTRH2	2.58174571209
Androgen	PPFIBP1	1.7948038176
Androgen	SLCO2A1	5.01610967418
Androgen	MYT1	-0.852577333297
Androgen	CYP11A1	1.36259409182
Androgen	COL5A2	-3.26048054969
Androgen	SLC5A1	-1.11726984812
Androgen	SH3D21	1.6012014506
Androgen	SH3BGRL	2.98099523532
Androgen	PATZ1	-1.32234957103
Androgen	CMC2	3.9173087043
Androgen	NFKBIA	5.74180310867
Androgen	GLRX2	3.39230202975
Androgen	RLN1	1.56340172333
Androgen	TMEM39A	1.56477586261
Androgen	MCTP1	-2.83604569655
Androgen	VCL	2.29361215586
Androgen	RNF2	1.26647233426
Androgen	ELOVL2	3.25766334433
Androgen	MACIR	-3.24537763906
Androgen	GARNL3	-0.888274764513
Androgen	ATXN2	1.70148300199
Androgen	UBE2E1	1.67457030253
Androgen	ALDH1A3	4.43114339872
Androgen	UBE2D1	1.90503417699
Androgen	CNTNAP2	1.26361818559
Androgen	RNF34	-1.67868098742
Androgen	HSPA1L	-1.2612516092
Androgen	SPATA2	1.51318119474
Androgen	OSR2	-4.56827905681
Androgen	FADS2	2.06872181242
Androgen	NFIB	2.30094541452
Androgen	HTATSF1	-1.79349420624
Androgen	ABCA1	-2.17659776811
Androgen	LAT2	1.31397922648
Androgen	GOLGA5	2.0963539887
Androgen	CRISP3	2.19948128157
Androgen	MTREX	-1.6185574943
Androgen	ADRA2A	2.14815091726
Androgen	FRYL	1.94557704994
Androgen	EDEM3	3.21369067855
Androgen	POU2F3	-1.20463967146
Androgen	ST3GAL1	-3.07196513259
Androgen	RADX	-1.29513404577
Androgen	RAP1B	-2.16653196987
Androgen	SSR3	2.73784886452
Androgen	LAMC1	2.47045097424
Androgen	GBF1	1.53913611544
Androgen	STYK1	2.16289852081
Androgen	DMRT1	-1.21509818562
Androgen	ARHGAP1	1.11078879561
Androgen	SLC25A37	2.27953485629
Androgen	COQ7	-1.35242134205
Androgen	USO1	1.91862489583
Androgen	OSBP	1.17202345622
Androgen	DSC1	1.81917593502
Androgen	PRPF6	-1.63688792209
Androgen	EXTL2	2.63858591092
Androgen	KIF5B	-2.02800457177
Androgen	FKBP11	2.00970146561
Androgen	SPCS3	2.37425422654
Androgen	PIK3R3	-2.79861738753
Androgen	AFG3L2	-1.29493902484
Androgen	PIK3C2A	1.77358859402
Androgen	MECOM	-1.07760781435
Androgen	NANS	1.74826042938
Androgen	GLE1	-1.05504455942
Androgen	DYM	1.39763637975
Androgen	OSGEP	-1.28470297932
Androgen	SART3	-1.37017391415
Androgen	ZNF532	2.26921353171
Androgen	RNF14	1.84071340457
Androgen	WDR41	1.29572675635
Androgen	ANP32E	-2.97005547531
Androgen	ABI3BP	2.82200625333
Androgen	DNAAF11	-1.34379469162
Androgen	KLHL36	1.35341328677
Androgen	CAND1	-1.18626061903
Androgen	MEAF6	1.52925940301
Androgen	SCYL3	-2.23392489312
Androgen	CAB39L	1.82075154211
Androgen	DLG2	1.22239699487
Androgen	HUS1	1.29157024604
Androgen	KLHL29	1.01163069907
Androgen	LGALS8	-1.91440180951
Androgen	ENC1	-4.18510928668
Androgen	SWAP70	-1.83178578403
Androgen	POLR1F	2.04836033177
Androgen	WLS	-2.95958326649
Androgen	DERL1	1.29350036111
Androgen	RNF41	1.67079192985
Androgen	ANGPT2	2.11156114607
Androgen	ZNF652	2.90515742379
Androgen	ATP2B1	-3.85982677056
Androgen	ZNF589	1.26681980464
Androgen	SEC24A	2.50857888978
Androgen	TRIM33	1.58914729298
Androgen	MAOA	3.4302033137
Androgen	NEK1	-1.53574939549
Androgen	NSDHL	2.17067766992
Androgen	HNRNPH1	-1.56529679109
Androgen	REEP1	-2.64175533295
Androgen	MOGAT2	0.871803222852
Androgen	SSR2	1.68625946996
Androgen	ADPGK	1.32114077473
Androgen	PELI2	-1.72686778639
Androgen	COQ6	-1.29203960713
Androgen	CD2AP	1.61934708626
Androgen	CAP2	2.12070642668
Androgen	PDS5B	1.252724399
Androgen	ADGRB2	-1.36787265021
Androgen	EXTL3	-1.12969869198
Androgen	LASP1	-2.18529807928
Androgen	MICAL2	2.40406590059
Androgen	OSBPL8	2.04790607767
Androgen	FLOT2	-1.53015357928
Androgen	TBC1D4	3.08707216089
Androgen	ITGAV	2.94299097459
Androgen	NCBP2	-1.42867473033
Androgen	CSNK1G3	1.46793301305
Androgen	FBXW2	1.16803375055
Androgen	DNAJC10	1.96290478864
Androgen	ATP8A1	-1.671390289
Androgen	RGS10	-1.6670708804
Androgen	FFAR2	-2.37564689974
Androgen	HFE	-1.04039616653
Androgen	TBC1D8	3.76201874154
Androgen	BBS4	1.89324943451
Androgen	ZBTB1	1.95299855577
Androgen	ABITRAM	1.55815600382
Androgen	LIMCH1	2.60616794397
Androgen	EVC	-0.919400897505
Androgen	REXO2	-1.79135638657
Androgen	PLA2G2A	-2.63034197809
Androgen	H4C4	-1.90367878596
Androgen	TMEM131L	-2.01299325497
Androgen	CALU	2.26890236835
Androgen	WWP1	2.35337668169
Androgen	TXLNGY	1.05398910945
Androgen	TDP1	-1.55964295371
Androgen	COPB1	1.37259053398
Androgen	MCPH1	1.02159524333
Androgen	IL20RA	1.25559386223
Androgen	M6PR	-1.94361893877
Androgen	PCNX2	1.06710295147
Androgen	ZFYVE16	1.68422968036
Androgen	BAMBI	-5.31086204799
Androgen	PIGH	1.59607512026
Androgen	FDFT1	2.52991946893
Androgen	TMEM106C	-2.0675965848
Androgen	KCNS3	-2.80847494041
Androgen	KMT5A	1.80941173448
Androgen	KCNJ3	-1.18024335711
Androgen	C1orf115	-1.53731981919
Androgen	SRGAP3	-1.02827623635
Androgen	FAM107A	0.965037839864
Androgen	HERC1	-1.27596977763
Androgen	TRIM24	1.08049131343
Androgen	RGS17	-2.46073888849
Androgen	THUMPD1	1.83558275843
Androgen	MARCHF5	1.58873271431
Androgen	RAP2B	-1.94428427368
Androgen	BAZ1B	-0.97929072399
Androgen	CTC1	-0.997145712573
Androgen	CCNK	1.37338320053
Androgen	TEK	0.978002988939
Androgen	DPP4	2.01413723404
Androgen	FASN	1.87435617765
Androgen	MAGI1	-0.84517476793
Androgen	HDAC1	-1.81626173602
Androgen	NET1	-3.02582828947
Androgen	TMEM132A	-1.19770420348
Androgen	ACADL	0.875078928933
Androgen	DEPTOR	-2.70606496499
Androgen	TSPAN15	-1.88944098815
Androgen	HMGCR	3.84362241775
Androgen	KDM5A	-1.51454600267
Androgen	ATP6V1H	-1.08603409244
Androgen	DCTN1	-1.27396024399
Androgen	TSPAN9	-0.931832320894
Androgen	SPINT2	-1.57358081456
Androgen	CDC42BPA	1.09837671553
Androgen	TG	1.00747757915
Androgen	NTAQ1	2.02195689009
Androgen	TNFRSF21	-4.09961156742
Androgen	NAB1	-1.77573067281
Androgen	CRYM	1.51677492486
Androgen	EHMT2	-1.02186388128
Androgen	TMED10	1.57260682742
Androgen	NONO	-1.41260829622
Androgen	HNRNPM	-1.26711788496
EGFR	LZTFL1	-1.873876929252963
EGFR	PHLDA2	3.5051383414014112
EGFR	DUSP6	12.629312588446036
EGFR	DUSP5	7.943039506997307
EGFR	PHLDA1	6.619626128742468
EGFR	CRIPT	-2.0449378698683227
EGFR	DUSP4	6.967179671474087
EGFR	EPHA2	5.4111841020654285
EGFR	MCCC1	-2.17032352979398
EGFR	HAS3	2.923737765119489
EGFR	VAV3	-3.386485036216109
EGFR	FOSL1	7.647829795338416
EGFR	SENP7	-2.1103437828969924
EGFR	BZW1	2.746151949488983
EGFR	EGR4	2.9530763854223228
EGFR	POT1	-1.8333008584025583
EGFR	LAMC2	3.920115723402268
EGFR	ATG2B	-1.6455804469932764
EGFR	NR1D2	-3.0832724486774854
EGFR	LARP7	-0.9170774557824304
EGFR	MYO1A	0.9947781195140428
EGFR	GOLPH3L	-2.741524870606097
EGFR	NHSL3	-2.506941467337292
EGFR	ADORA1	1.2678100083900097
EGFR	RABGAP1	-1.2694002588993438
EGFR	SYF2	-1.4076357524680667
EGFR	BBIP1	-1.184318958232922
EGFR	PCMTD2	-2.1953754463259614
EGFR	CHRNA10	0.689980899769992
EGFR	MARF1	-2.298468517446856
EGFR	RETREG3	-2.1223177844002925
EGFR	PNP	4.643619941645966
EGFR	ATXN3	-1.2742786737691196
EGFR	ETFDH	-1.668458754983148
EGFR	SPOCD1	4.295689401219409
EGFR	NBR1	-1.997203364164864
EGFR	TRIB1	3.917794383276805
EGFR	ELF2	-1.3429287000126269
EGFR	PLEK2	3.4392569636028694
EGFR	CLDN8	-2.018707848487331
EGFR	ZNF224	-1.3973098554739216
EGFR	CBARP	0.9794424786218808
EGFR	RNF146	-2.1708211640021235
EGFR	EAPP	-2.2398997303308854
EGFR	BSDC1	-1.2693689680961624
EGFR	RAB33B	-1.7836428159636903
EGFR	MBTPS1	-1.4066013754786937
EGFR	MDFI	1.1601090725994416
EGFR	KCNF1	1.5758757301367112
EGFR	RBM48	-1.0537742383023745
EGFR	KLHDC2	-3.593929654559083
EGFR	AEN	2.987402897428214
EGFR	PWP2	1.1724883837862146
EGFR	DYNC2LI1	-1.4302386019583069
EGFR	CCDC28A	-3.1018147713204
EGFR	EFHC1	-2.0346036601314106
EGFR	XRCC3	1.487957075070578
EGFR	SPATA2L	1.7564976683917295
EGFR	SLC45A3	1.902438901805597
EGFR	WDR19	-1.4937894240640512
EGFR	TRH	0.7719646613807655
EGFR	TMEM59	-1.864066426580397
EGFR	CEPT1	-0.9945937341242642
EGFR	ZNF75D	-1.3158194734458744
EGFR	TUBB4B	4.084510207636249
EGFR	HMOX2	1.7196379725677713
EGFR	ODC1	4.678550828963831
EGFR	EXD3	0.7799245134709468
EGFR	RCOR3	-1.6707723934808358
EGFR	ZNF350	-1.2635000674740438
EGFR	DCAF13	1.434232957050236
EGFR	N4BP2L2	-1.5940146460304414
EGFR	AJUBA	-3.1932646626203125
EGFR	MMUT	-1.6908695700558949
EGFR	CFL1	1.3292454786626662
EGFR	GPR75	1.0370395152926324
EGFR	TRIM52	-2.012160331907214
EGFR	ZNF451	-1.0560068807443646
EGFR	GRAMD1C	-2.797091992689724
EGFR	C2CD5	-1.939043070159012
EGFR	ZNF571	-1.903966941985998
EGFR	FAM200C	-3.1168487742826496
EGFR	PTHLH	3.6139766530130992
EGFR	CARF	-1.6012840814043696
EGFR	SH2D5	2.4321329761194748
EGFR	ZSCAN31	-3.10009170888316
EGFR	MYEOV	1.7266324343740325
EGFR	PNISR	-1.5953880431843823
EGFR	TTC33	-1.3844089815723284
EGFR	DSPP	2.3503871126951883
EGFR	ANAPC16	-1.821018358054228
EGFR	EGR3	6.271415501113189
EGFR	FOXN3	-1.679543012599012
EGFR	PEX1	-1.661662409061576
EGFR	TOMM34	1.805978792987492
EGFR	ABHD18	-1.2730325781368033
EGFR	NPNT	-1.8713559663434385
EGFR	SUDS3	-2.195319617651939
EGFR	GABARAPL1	-2.959643453525015
EGFR	AUH	-2.194003514605811
EGFR	CDKN1B	-3.267665796592001
EGFR	HACE1	-2.489461875288622
EGFR	TPM3	0.9241114917432756
EGFR	RELT	2.2916530140776725
EGFR	CREG1	-2.1134244487846683
EGFR	GAL	2.1627757518784887
EGFR	CD160	0.7620558408811215
EGFR	ZBTB3	-1.4181729769919504
EGFR	C11orf54	-2.5908428382175326
EGFR	HOXC6	-2.4269929790655373
EGFR	LIPG	3.61106578296836
EGFR	STX1A	1.696887832076931
EGFR	USP36	1.5925430677440595
EGFR	ASB8	-1.4393975186154084
EGFR	NNT	-1.5064225237556084
EGFR	USP48	-0.987519609373232
EGFR	ALOXE3	1.8749732002749504
EGFR	ZNHIT3	-1.297269144776235
EGFR	ZFP2	-1.1189758099860532
EGFR	SLC20A1	5.147504312033409
EGFR	CDIPT	-1.6732390801806565
EGFR	SEC14L2	1.3834125185444095
EGFR	IFT80	-2.011724976205916
EGFR	CCDC6	-1.720814620512354
EGFR	CEP68	-1.6695548170152978
EGFR	ZNF696	1.122812155711009
EGFR	ZBTB44	-1.780950481239578
EGFR	IER2	4.086642287445115
EGFR	MMP1	7.648753141353712
EGFR	TUBB6	3.145066448142099
EGFR	JRKL	-0.9994245724382766
EGFR	RAB11FIP4	-1.052794810939658
EGFR	KLHL24	-3.629002812356161
EGFR	IFT74	-1.6737606544673531
EGFR	KRT6A	2.6292716777516136
EGFR	FAAH2	-1.7313225535791033
EGFR	LRRC8E	0.947703934099901
EGFR	TRIM23	-1.6965818215926525
EGFR	MAP3K14	1.984506241116064
EGFR	BICRAL	-2.015439951573004
EGFR	MRPS14	-1.2971524615544718
EGFR	YRDC	2.934694890538593
EGFR	RETREG2	-1.684681243098437
EGFR	ATG14	-2.360147162453793
EGFR	KLF2	1.7413918487737772
EGFR	AREG	3.887967688443478
EGFR	ZNF302	-1.715081450007805
EGFR	STX19	-1.5755275481805693
EGFR	IDI2	1.127954989062746
EGFR	SCPEP1	-1.5832314385531434
EGFR	QSOX2	1.8415307880754808
EGFR	XDH	1.895812093782462
EGFR	IER5	3.672132601786438
EGFR	OARD1	-1.738867029014418
EGFR	KPNA5	-1.4634248938825822
EGFR	QRICH2	1.2178424836321036
EGFR	ZFYVE26	-1.764798075504339
EGFR	CEP57	-1.850566296329522
EGFR	SLC16A4	-3.146131522404975
EGFR	ENPP5	-2.42433289834441
EGFR	TMEM260	-1.7511042115877942
EGFR	PIN4	-0.909588221387686
EGFR	GRHL2	-1.4120508161509178
EGFR	LRP8	3.657798920629325
EGFR	KIF16B	-1.3637880097224937
EGFR	ABO	0.7603678255377337
EGFR	MKRN1	-1.8034136019647309
EGFR	FGFBP1	2.86522627103183
EGFR	RTN3	-1.4893045929929314
EGFR	TSC1	-1.4839905727413858
EGFR	C6orf141	2.370239104968105
EGFR	PBOV1	0.6864851450514888
EGFR	TNFRSF10A	4.192944840432404
EGFR	HADHB	-1.6431429293890678
EGFR	ARID4A	-2.159271169676027
EGFR	TUBB3	3.2497641782023825
EGFR	GNPAT	-1.0555563686229454
EGFR	ARID3B	1.487969901419427
EGFR	CDKL3	-0.80876662183836
EGFR	CLN3	-1.420521326060127
EGFR	RAB5B	-1.7723118637451434
EGFR	GPRIN1	1.2699636287113878
EGFR	MAT2B	-1.1929196668147468
EGFR	KDM3B	-1.358651462529809
EGFR	CBR4	-1.6036131489439849
EGFR	PBX1	-2.5432188193526657
EGFR	TDRD1	-0.9261483082746772
EGFR	PAPOLG	-1.1181698719249618
EGFR	FBXL4	-1.6637198308766168
EGFR	UPP1	3.728709296866187
EGFR	SGSM3	-0.8991152034656222
EGFR	TMEM200A	4.0696932746505645
EGFR	NIP7	3.009362716648671
EGFR	PIK3IP1	-1.954631179221926
EGFR	CCND1	4.799792923646111
EGFR	ABCA5	-1.810819781351443
EGFR	ERCC5	-1.813579614156368
EGFR	PAIP2B	-1.4261225665481758
EGFR	C11orf71	-1.754432377905319
EGFR	PNPLA6	-1.4424776884922144
EGFR	HECA	-1.3566160487260035
EGFR	SELENBP1	-2.894668888409592
EGFR	CCDC86	2.825151738349023
EGFR	STX7	-1.4353491909763896
EGFR	CLCF1	2.6073804929149813
EGFR	KAT6B	-1.2249717292419304
EGFR	EFCAB7	-3.610502939711589
EGFR	CRYZL1	-1.1861742353972868
EGFR	GTPBP4	2.597939930356204
EGFR	TNFRSF12A	4.469340546076733
EGFR	ZNF133	-1.110063949206786
EGFR	PPWD1	-1.1557155031773934
EGFR	LDAH	-1.2072079543385696
EGFR	UBE4B	-1.410888971058451
EGFR	COQ5	-2.353937821790364
EGFR	AFTPH	-1.313829486665712
EGFR	ITPKA	1.1778657115297466
EGFR	LYAR	5.085141785101985
EGFR	ECH1	-1.7634200266560154
EGFR	SLC35A1	-1.8321893081467349
EGFR	C8orf44	-1.4899609453341245
EGFR	ITGA2	4.505708673539042
EGFR	MED28	-0.8740761436619598
EGFR	MALL	3.1393107638242665
EGFR	ACTR6	-0.9608930016078836
EGFR	IFT46	-1.0927477837053197
EGFR	CDK19	-1.586031717453485
EGFR	TBC1D9	-1.5401524242851234
EGFR	HBP1	-2.0864930200363667
EGFR	PRSS16	-1.3876954291046486
EGFR	FMO5	-1.2536616895830566
EGFR	UBXN7	-1.7688161140200498
EGFR	PCDHA2	0.7969619517368114
EGFR	AMD1	2.5948925778683654
EGFR	IFT20	-1.759135825334339
EGFR	SPRED2	1.9740682537232936
EGFR	NUPR1	-4.3222719969617245
EGFR	NMRK1	-1.602970532728958
EGFR	ZNF362	-1.011810065978345
EGFR	ARPC5L	1.8886197958137587
EGFR	UBR2	-0.914040848544756
EGFR	ZBTB5	-1.4252075740309231
EGFR	SPRY4	6.42624043924384
